medallion,pickuptime,dropofftime,passengers,pickupx,pickupy,dropoffx,dropoffy,fare,paymenttype,surcharge,mtatax,tip,tolls,total,nextpickuptime,key,trippolyline,nextpolyline
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 19:38,5/30/13 19:51,2,-73.960564,40.719639,-73.98616,40.720718,11.5,CRD,1,0.5,2,0,15,5/30/13 19:54,23,s`pwFtllbMR_@??lBvBlBtBnBvBd@f@`@b@l@p@dBlB??dDgHN]HQHSJ]H[X_Af@iBJ[JYDMDQDUDWL}@b@cCz@oF??lB`Ad@X~Ax@bBz@|BnAtC|A~BpA??VLl@XJFFFBHBD@B@F?D@F?XCZCRCXCRETCH?JARUfAcEzReAzE??_@xBI`@Mn@_@fBQz@Mp@_@lBqDhRcC`Mo@dDKn@G\EPMl@Ml@I`@G^IZI\GXABCLCJMd@GX[rAS|@c@bBIZk@jCaBdIu@lDCNo@xCq@dDs@hDq@dD[tAYtA??K`@Sv@Qj@CFCFEFs@bD??mFyBcFuB,kgpwFnlqbMmFwB??r@iDReA\_B??WOqA}@
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 19:54,5/30/13 20:05,2,-73.98349,40.721909,-73.953239,40.710762,11.5,CSH,1,0.5,0,0,13,5/30/13 20:14,24,}npwFx{pbMpA|@??u@fDo@hDMt@a@fBMl@On@U`A??XNjFzBdFrBrClA`Bn@XL??n@cDn@}CDSDMFUd@gBz@oCFQ??@GDK?CBI@GBIlKgh@??`@_CBKF_@Nw@TqA@Ah@sCBKBSFYF]t@}DDOFWfIqa@XuALm@Lm@n@}CF]x@{D^eBhAgF~AuHJc@VmATq@d@wBVmAVmAHc@BWFg@BSBg@@]??DIBI@M@K@M?G@IBK`@iBf@sB??s@]_@Se@W??I_BGkBAI?IQiCG{@Cc@?MC[Eu@AQIeBKUGwAGcBKcBEaA,einwFv~jbMD`AJbBFbBFvAAL?n@Ad@?TEr@Eb@APCPGd@HZJXJb@H`@D`@@JFv@N~CB~@?T???\?N@NB^B^@NBb@@\@X@X?P@NAPALAHCPCZCRCXCRETCH?JARUfAcEzReAzE??_@xBI`@Mn@_@fBQz@Mp@_@lBqDhRcC`Mo@dDKn@G\EPMl@Ml@I`@G^IZI\GXABCLCJMd@GX[rAS|@c@bBIZk@jCaBdIu@lDCNo@xCq@dDs@hDq@dD[tAYtA??K`@Sv@Qj@CFCFEFs@bDG`@I\GXG\Ih@m@bDo@vC[~A??gDwAiAe@eFwBsCs@_@Iu@SQ?[A??SCICEAECECKIKEcAq@o@c@}@k@cAq@{BwAu@g@aAo@wByAq@c@cAq@yBwAaAo@u@g@sBsA_Am@w@i@aC_BeAq@a@W
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 20:14,5/30/13 20:26,2,-73.983292,40.730576,-73.992813,40.720398,9,CSH,0.5,0.5,0,0,10,5/30/13 20:54,25,wdrwFvypbMWQ??gEzM??dAr@x@h@~BzAn@b@hAr@rBtAz@h@x@j@zBxAr@d@~@l@zBvAjAv@j@`@xBvAnAx@r@b@fAr@t@f@RLTN??J@HBFBJ@L@R???TF|B~@lBx@dCfA`Bn@`C`Af@R,iepwFlurbMfA`@\PdAd@XL~@b@??q@fDCFCDADCBIJOPCBADy@jC_AxCaA~Ci@hBW|@o@nBaAbDiAdDqA|CiAvCiAvCy@pBYf@eAhCiApCUd@??gCw@MEwBk@sC_AmCo@_A[
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 20:54,5/30/13 21:14,2,-74.003372,40.727272,-73.950249,40.775639,18,CRD,0.5,0.5,2,0,21,5/30/13 21:31,26,mpqwF|wtbMiAa@o@SeAc@UIc@OoEeBOIQG}CuAkB_A_CyAuBwA{ByAmCiBiBiA_C{Ai@_@kAw@_C}A_CwAkCcBeCiBcC}AsBsAsBuAsBsAuBuAuBuAyByAoAw@KIGEa@Y??xAwErDiLf@yA`AcDZcAtAeEn@oBFUdCyHbC_I|D_MhEyM??aAm@cAs@{@k@_Am@u@e@eAq@{B{A_Ao@{@i@YUYQeAq@_C{AYSwFqDyAcAe@YcBgAwA_A[UOMMIiBqAUQc@WaAm@q@c@A?A?GEAAKGu@a@oA{@i@]yB{A}@i@??QACAIE??K?AAC?OKUIUMaAk@IIKMKM_@a@?AIGCEKKOKo@c@QSgBkA}AcAa@YyBwAYQ??EICEEGAAIIAAACAAKOUYKO??KKiAs@m@_@SO[Ok@SUCSMQOMBcBcA{B{A}ByAu@e@eAs@_C{A{B{A_CyAi@_@yAaAeC_B_C_BkBmAOMmAw@o@a@{ByA{@m@]Uc@[{ByA}BwA{B{A}ByA}B}AeAs@u@g@{BuAyAcAc@[cAq@cAo@iCcB}ByA}B{AaCcB{ByA_C{AgCcBgCcB_C{A_C{A}B}A}ByAQM,y~zwFdljbMkBsAsAy@u@e@??kEbNcCxHs@vBgC`I??fCdB~B|A|BzA~BzA|B|A`CzAdC`BfCdB|BzA~BzA~B~A|BvA|B|AfCdBfC`B~BxA|BxA|BxAzBzAzB~A|BvAzBzAxB|A`CvAzBxA|BzAd@Zr@d@b@Xl@`@lAv@dCbBfCbBzBzAzBxAjBlAPNzB|A`@XzAdA??yApEc@pA??eAs@
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 21:31,5/30/13 21:38,2,-73.972992,40.758034,-73.986267,40.740479,7.5,CSH,0.5,0.5,0,0,8.5,5/30/13 21:40,27,eqwwFf{nbMw@i@??|BeH??`@XzAdA|BpA|BzAtA|@d@ZzB~A`CrAzBzAzBvA|B|At@h@nAz@bC~A|BxAzBvAzBxAzBxAxBzAz@j@~@n@dC~AbC|A|BzAvBzA|BvAzBxAxBxAzBzA|BxAzBvA??cCvHIV??xBxAnAz@,}btwF~lqbMt@d@dC~Az@j@|@n@tBrAr@d@~@n@??IX
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 21:40,5/30/13 22:03,2,-73.988289,40.737877,-73.97757,40.671741,20,CRD,0.5,0.5,4.1,0,25.1,5/30/13 22:12,28,grswFdzqbMgC`I??j@J^Fx@P??~A}E`@mA??z@h@z@h@??|@n@r@f@|BzANJPLNVFJDHFJP`@Tj@??dDb@hCZNBtC^NBh@HF@nATlBzAtB`BbBnAfBxArB~AtBdBtBbBzBdB`CpBt@l@dAv@FFpAdAXRzE|DlFjE`GvEfA|@pB~AlA`At@l@p@j@jBxA??vAwBfBsCrAsB|AaCp@eAJQFMDIDKFUVeA`@{APu@H]Ru@DUp@mCFGDOHS??Pa@JWHOHKFIDGFGBCNMFGHGFGDCFIfFuBNIBA@AVKTMTKXMBADC@?NI`Bu@HE@ADCNI|As@TM@A@?@?NIvAq@XM@??A@?\O`Bw@dAc@bAc@lAk@p@Yn@[l@YvBaArHkDTKRKrAm@ZQbEuBx@e@x@e@b@S`@QvAo@TKVK~Au@b@U~As@VM?AVM~@a@DCv@]^Q@?`@Qd@U@ARIb@Sr@[@ABAn@YDCXMHCRKTK@?PKBAHCv@_@nDaBdBw@bAWXMHD??hAa@^MFCp@UbCaA^QXMpD{APIv@YbAa@nAk@`@QhA_@`Bk@rCiAnDyAvF{BrAi@nBu@??t@e@lEwCr@e@nAy@~@k@bAo@lEuCrAcARWnCiB|DiCdAq@z@k@|ByAjEuClBoAfBkAzE_D~B{A??v@f@~BtA|BtAnC~A|BtA~@j@|@l@~BrA|BtAnDrCtB`B,iufwFtvobMuBaBoDsC}BuA_CsA}@m@_Ak@}BuAoC_B}BuA_CuAw@g@??_CzA{E~CgBjAmBnAkEtC}BxA{@j@eAp@}DhCoChBc@JKFqChBw@d@cC`BaAl@MJs@d@qD`CaAl@i@ZYR??kEbBuGhC_@NqBv@q@VmCdA{Al@
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 22:12,5/30/13 22:24,2,-73.98317,40.693459,-73.974785,40.741898,13,CRD,0.5,0.5,3.38,0,17.38,5/30/13 22:25,29,e}jwFrypbMc@Po@PgDvASFc@PaDnAWNa@RsDtAYJ??O@QBg@PWHYHQHwBbA??gEnBoAj@?@OFA@s@X?@A?KDcAd@C@}@`@SHA@A?QJA?y@^SJg@Ty@`@a@NA@QF]NUJiBz@MFwBbAKFEBSJqAh@_@PEBc@PeI|DiBz@UJSHqHnDmDbBA@KDA?GDGB?@GBIBA@A?A@KD[PA?UJq@ZeAd@OFA@s@ZaBr@YLA?C@_@PoAh@OHA@A?EBGBOHqAh@UJA?A@C@QH}At@KDEBG@WLYNOHYLA@C@WJkB|@SHSDOBWBU@eAB??QE]ISESEOCSAmBw@{CoAoAg@mAg@m@U}@]_Ac@YMeAe@]QoBu@aCaAaBo@eCgAmBy@}B_A??l@wCp@oD\{AF]F[DQ??[ASCICEAECECKIKEcAq@o@c@}@k@cAq@{BwAu@g@aAo@wByAq@c@cAq@yBwAaAo@u@g@sBsA_Am@w@i@aC_BeAq@y@i@[SoBoAWSk@]cAq@WQa@YcAm@QOMGuA_AmAy@MGWQ]UWO_Ao@{AcAYSs@e@aAm@{ByASMoBqAaAm@cAs@{@k@_Am@u@e@eAq@{B{A_Ao@{@i@YUYQeAq@_C{AYSiBkA,altwFzeobMWO
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 22:25,5/30/13 22:30,2,-73.974709,40.74202,-73.962418,40.766338,7.5,CRD,0.5,0.5,2,0,10.5,5/30/13 22:35,30,yltwFjeobMuBuAyAcAe@YcBgAwA_A[UOMMIiBqAUQc@WaAm@q@c@A?A?GEAAKGu@a@oA{@i@]yB{A}@i@??QACAIE??K?AAC?OKUIUMaAk@IIKMKM_@a@?AIGCEKKOKo@c@QSgBkA}AcAa@YyBwAYQ??EICEEGAAIIAAACAAKOUYKO??KKiAs@m@_@SO[Ok@SUCSMQOMBcBcA{B{A}ByAu@e@eAs@_C{A{B{A_CyAi@_@yAaAeC_B_C_BkBmAOMmAw@o@a@{ByA{@m@]Uc@[{ByA}BwA{B{A}ByA??cEvMsCxI,sdywFbxlbMk@dBeC|H??zB~A|BvAzBzAxB|A`CvAzBxA|BzAd@Zr@d@b@Xl@`@lAv@dCbB??sAfE
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 22:35,5/30/13 22:43,3,-73.9701,40.761391,-73.987175,40.756241,7.5,CRD,0.5,0.5,1.6,0,10.1,5/30/13 22:44,31,mexwFhhnbMrAgE??fCbBzBzAzBxAjBlAPNzB|A`@XzAdA|BpA|BzAtA|@d@ZzB~A`CrAzBzAzBvA|B|At@h@nAz@??c@pAw@hCIVKZIZIT?@CHELIVMZ[|@mAvDiC~Hg@`Ba@nAu@bCM\EPq@tB_@hAEPUn@K\Ux@kDtKi@dBEHSn@,_ewwFfsqbMgDnK
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 22:44,5/30/13 22:56,2,-73.98941,40.756771,-73.957756,40.768745,11.5,CRD,0.5,0.5,0,0,12.5,5/30/13 23:10,32,gjwwFv_rbMzD_MDIh@eBjDuKTy@J]To@DQ^iAp@uBDQL]t@cC`@oAf@aBhC_IlAwDZ}@L[HWDMBI?AHUH[J[HWv@iCb@qAbAeDbA_D??eC_B_C}A{ByA{B{A{ByA}ByA}B{A{B{A}B{A}ByA}B{AKGqBqA{ByA}ByAeCaBiCaBYSaBgASOi@]i@]SO}BwA}B}A{BuA}B_B{B}AgBiAUO{B{A}ByA{B}A}BwA{B}AiCeB??bBgFJ[FQFODIFKDGDMFODMV}@h@sB,srywFr{kbMi@rBW|@ELGNELEFGJEHGNGPKZcBfFk@hB{AzE??fC`B~BxA|BxA|BxAzBzAzB~A|BvAzBzAxB|A`CvAzBxA|BzAd@Zr@d@b@Xl@`@lAv@dCbBfCbBzBzA??}AvEc@tAMd@_CnH[bA
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 23:10,5/30/13 23:15,2,-73.97377,40.760971,-73.977516,40.753841,5.5,CSH,0.5,0.5,0,0,6.5,5/30/13 23:19,33,adxwFh~nbMkBzF??zB`B|BxAzBxA|BxAzBxAv@f@RLp@b@|B|A|BvA|BzAzBzAzBzA??jCcI~@uC,avvwFxvobMHY??xBvA??k@jB]hAcBjFc@tA??bC`Bb@XdBdAbBjATNzBxAbBhA
21B98CAC5B31414B9446D381D38EEC7F,5/30/13 23:19,5/30/13 23:29,2,-73.982651,40.75108,-74.005547,40.726376,9.5,CRD,0.5,0.5,1,0,11.5,5/30/13 23:32,34,gevwFpvpbMVPxBtAzB|AzBtAfC|AbCdB|BzAxBvAzBvAzBzAxBzAfBhAPL|BzA|BvAn@`@XRXRJFdAp@RPr@d@dCdBzBtArBtAtBtAtBrAtBrArBvA|B~AxA~@LH`@VjCfB|BtA~B~A??mG`SsEtNENCHAHAF?H?H@L??jCjAr@\|Ar@rCtA|BjAPFpAl@rAn@tAn@XN`Ab@PHdCjArAr@jAh@|DfB??X@vANl@FnCTtCXjCTvCX??TwFFiB??sC_A??_@hJ,_kqwFreubMA\??vCX??TwFFiB??sC_AmCo@iC}@o@SWK
